,recommendationid,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,steamid,num_games_owned,num_reviews,playtime_forever,playtime_last_two_weeks,playtime_at_review,last_played,appids
604,117443568,english,For a PC port of a good remaster it's......impressively bad.,1655963061,1655963061,False,241,18,0.819467127323150635,0,False,False,False,76561198057427159,219,6,356,356,63,1656019040,1794960.0
605,117443639,english,"Okay, so I'm gonna break down what this game entails here...

Pros:
-Sonic 1, 2, 3, and CD in a single package
-Anniversary Mode with Infinite lives and the ability to play as Sonic, Tails, or Knuckles in ALL the games (Edit: Knuckles not available in CD)
-Spin dash and Sonic Mania's Drop Dash available in all games via Anniversary Mode
-Ability to choose between Classic and Anniversary modes
-Additional mission mode and coin system
-New animated cutscenes to watch in Anniversary Mode

Cons:
-Older versions of these games that had mod support have been removed from Steam in order to release Origins
-90% of all new features were previously available as mods for the aforementioned old versions
-Denuvo Anti-tamper may hinder performance (I did not experience this) and may prevent you from playing in Offline Mode

It's fine, but if you have all the older versions, you will probably want to avoid this.",1655963172,1655993087,True,61,2,0.795011937618255615,4,True,False,False,76561198098071576,1010,173,75,75,75,1655982424,1794960.0
606,117441921,english,"The game runs horribly and I'm assuming it is because of Denuvo. I have a pretty beefy gaming laptop, and the intro cutscene runs horrendously, and the normal gameplay is super slow. I have played Sonic 3 AIR on this same laptop and it runs perfectly at 60 fps. I really had high hopes for this game, and I'm sure it is a really good game on other platforms, but as it stands right now, the Steam version sucks and probably will continue to suck until Denuvo is removed.",1655959445,1655959445,False,280,14,0.764319539070129395,19,True,False,False,76561198453304243,15,2,13,13,12,1655960811,1794960.0
607,117441012,english,My millionth copy of each of these games,1655957570,1655957570,True,91,87,0.688622415065765381,0,False,False,False,76561198135973548,359,35,210,210,6,1656063189,1794960.0
608,117443244,english,"Reall poor performance issues in the menus especially. 
The game be hoggin so much GPU power on a GTX 1050 and i7 8th gen processor. 
Remove denuvo and optimise this better please. I cannot excuse this.",1655962383,1655962383,False,50,1,0.686039090156555176,1,True,False,False,76561198024476553,83,1,42,42,24,1656028655,1794960.0
609,117453056,english,"Initial Reactions for Sonic 3 and knuckles (spoilers)

I grew up with the Genesis Games and I even have the damn strategy guide for Sonic 3 when it first came out. I was a huge Sonic Fan and I would still be if this series was just treated with the respect it deserves from its creators. Instead, once again, for the THOUSANDTH time since we've all started playing sonic. ""Just barely good enough"" is Sega's motto when it comes to these games.

The Good
-Widescreen
-Supposedly scales up to 4K, I have yet to even try that out
-Coins are a good incentive to travel throughout the whole game and grab as many rings as possible
-Super Sonic is Mapped to the Y Button like in Sonic Mania
-Tails Helper Controls are nearly perfect
-The camera controls seem to function better than the default controls in Sonic A.I.R, and you can now outrun the screen again. it's quite cool
-Ice Cap Act 1 and 2 and Launch Base Act 1 use their prototype music without many changes

...And the Bad

- The Music does not start or stop correctly in stages. Everything has a strange fade-in and fade-out effect.
- Special Stage Controls are tweaked, so if you're used to timing from S3/S3Air you will need to adjust
- For that matter it's sort of difficult to use the sound effects from the special stage as a reference point for when you need to turn because of how delayed they are
- The Special Stage music never speeds up as you play. So we went from S3 speed up too fast, S3K speeding up slower, and now S3K origins not speeding up at all... why?
- Many Sound effects are seemingly added in all over the place for no good reason, It makes some parts feel like I'm watching a flash/youtube fan movie
- Instead of letting you fruitlessly attack the first miniboss, they now arbitrarily lock you in place.
- The Super Sonic Music is absolutely terrible and I would've rather them played the invincibility theme if it was going to be this bad
- The Sonic 3 invincibility music is gone.. BUT they let you listen to it in museum mode for some crazy reason!
- Absolutely no gameplay customization options whatsoever as far as I can tell (not surprised...)
- Marble Garden's Crushers can now kill you from ALL SIDES rather than you needing to be under them... Ugh!
- Marble Garden's swinging spikeball hitboxes are bigger for some reason?
- A lot of things break really easily for the experienced players zipping through all the zones: Effects that are supposed to last for moments instead glitch out and last the entire level (For instance Marble Garden Zone when you first encounter the mini boss has debris falling and then it never stops if you run past it).
- Carnival Night Act 1 and 2 and Launch Base Act 2 music is god awful which is weird because the prototype music that was recently dug up would've been perfect to use. Either they used the wrong versions or Jun just plain out screwed up.

The worst offender of them all

-They list and let you listen to the ""unused music"" for sonic 3 in the museum mode, which the community has already agreed on being probably the prototype super sonic music, but Jun made his own track for the game that screams sonic 4 levels of bad and you cant. turn. it. OFF.

I'll update this as I go along but I really hope they fix the music up...

Edit: So supposedly the entire game is built up as a modification of Sonic Mania. That's interesting but what's REALLY screwed up is sega took these ports and forced them to run alongside the hedgehog engine that powers their 3D games. They hacked into the sound engine part of the Retro engine that powers the game and... absolutely butchered it.

So to break it down for you guys, and please leave a thumbs up if this makes sense...

Sega used their 3D game engine to replace the perfect sound that these games had to begin with on the retro engine... and on top of denuvo you are running a 3D game engine at the same time as these 2D engines. This isn't some sort of ""Haha technically..."" or ""Gotcha"". This is what's actually happening, does it now make sense why the game runs like shit?",1655982946,1656024436,False,19,0,0.637959957122802734,1,True,False,False,76561198004345221,534,8,165,165,99,1656029786,1794960.0
610,117460811,english,"Game runs well with Proton on Linux, graphics options are in the Museum menu. Great collection!",1655995348,1655995348,True,20,3,0.63685917854309082,0,False,False,False,76561198025483058,1220,98,76,76,11,1655999968,1794960.0
611,117445915,english,"I'm a huge Sonic fan boy. Have been since it released. Came in just expecting the mobile ports. But I was quite surprised with how much extra content was added. Illustrations / music / movies / boss rush mode/ mission mode / different ways of playing the main titles. 

Points 
- Illustrations are nice. A ton to look at and quite a bit of variety.  Sega teasing us with game gear sonic box arts. Include them! At least include Sonic 3D blast / Spinball. One of the islands is straight out of Spinball lol.  A lot of the illustrations already came on the Sonic the screensavers. Those 3 folks, including myself, that bought the original Sonic 3 and Knuckles way back in the windows 95 days.  So not much NEW but a lot of it is in a higher quality.  

- Music is a nice selection.  Sonic 3D blast, spinball AND chaotix is included as well. Why not the games though???? FUTURE DLC? Overall nice selection though.  I'm a bit eh about Sonic 3 music. But it is what it is. 

- Anniversary mode / Story mode / Mirror mode.  Just other ways to experience the sonic games. Can't complain.  Nice addition. I do like the extra cutscenes in the beginning of the games. It would have been nice to include more throughout the game.  But I'm not complaining with what we got. 

- Mission Mode.  I was expecting it to be a redundant last minute thought. Something similar to what the NES remix thing did. ""Here is first stage. Kill X amount of things / get amount of rings and reach the goal"" Instead it's either a specific section / modified level having me do specific things. Which I quite enjoyed. I am enjoying it WAY more than I was expecting it to.  Like, my only gripe is I wish there were MORE included. Mind you i've only done about 20% of it. BUT damn. They are fun.  I was expecting to do a few and get bored. But I'm actually enjoying Mission mode. Way more thought out than what I was expecting.  Way more fun as well.  I spent the first hour or so on mission mode alone.  I'm just surprised how much I'm enjoying them.

Sonic Origins is an overall fun experience.  Adds a bit extra for the fans, adds a lot to new comers.  My downsides? I mean give us 3D blast / spinball / chaotix / game gear games. Just more classic sonic content.  Been playing these games for ages now and I'm still enjoying them today.  Now to get a genesis usb controller for that added classic feel.",1655968482,1655968482,True,9,1,0.622724413871765137,0,False,False,False,76561198025335560,1532,5,88,88,88,1655966650,1794960.0
612,117448586,english,"Quite unfortunately had to get a refund for the Steam version. I have a pretty solid gaming pc that can run most things (Predator Helios 300) and you sure as hell would think it can run a couple of classic games but no.

Immediately greeted witb the laggiest experience of my life. I couldnt even enjoy the opening cutscene (which is unskippable btw) because it ran at 10 fps. And just when you think its over the game crashes upon trying to fix the lagging issue. 

For those experiencing these issue opt for the console versions, they work like a charm. Switch even runs insanely well. I'd be more than glad to get this on steam again if they can patch out all these issue. And ofc when ""you know what"" capabilities are a thing.",1655974272,1655974272,False,18,0,0.621066093444824219,0,False,False,False,76561198136795120,58,2,9,9,9,1655958085,1794960.0
613,117461657,english,I'm pretty unhappy with this title. Animations are in super slow mo and game play is even affected. Slow is not sonic. Smooth and fast is what I expected. I hope there's a fix soon or I want my money back.,1655996483,1655996483,False,22,0,0.618506729602813721,0,True,False,False,76561198021964825,351,3,29,29,15,1656034936,1794960.0
614,117458133,english,I didn't realise my computer was under spec to run a 30 year old game with wide screen. I'm not sure how it takes a 4.2ghz processor to run this compared to other games I can run VERY EASILY but get sub par frames with this.,1655991382,1655991382,False,15,2,0.618294119834899902,1,True,False,False,76561197992738696,2306,100,24,24,24,1655991005,1794960.0
615,117450110,english,"An Epic Collection! I've got not too much problems with it. It runs smoothly at a stable 60FPS. However, I wouldn't agree with putting a DRM because there are some other people who are suffering from this due to Denuvo taking down performance.

The only problems I had are:
- Drop Dash in Sonic 1 locks the controls
- Muffled Sonic 3 & Knuckles Soundtracks
- Getting Forced to open Nvidia Control Panel and force the game to use a dedicated GPU so it won't lag as heck.

Other than that. The games are perfectly good. I hope Sonic Origins keeps getting patched though so we can finally have the ultimate experience!",1655977345,1655986524,True,29,4,0.615520119667053223,0,True,False,False,76561198882274069,40,4,538,538,118,1656057362,1794960.0
616,117455847,english,"I was hyped for this one. These were games I grew up with, playing Sonic 3 until the built-in memory died and could no longer save my progress. I wanted to like this - and I did. My brain was filled with the goody-good chemical as I played as Knuckles in STH2. 

But the *price I paid* to get that gooey nostalgia just made me feel ripped off. Sonic Origins is nice - they've added some fun images to unlock, they've smoothed the frame rate and they've made them widescreen. And the new animated intros/outros like the shorts that we saw circulating Mania's launch. And that's it. Ignoring those, it's a handful of Mega Drive titles that have appeared on most consoles in some form or another for a fraction of the price that Sega is asking for here and now.

I liked it. I'd play it. But not until it comes on sale. In the mean time, refunded.",1655987746,1655987746,False,16,0,0.60576474666595459,0,False,False,False,76561198330118706,301,21,91,91,91,1655984120,1794960.0
617,117480315,english,"My brother in chaotix why are you playing this when you could be playing Forever, CD Decomp, Absolute, and AIR.",1656023704,1656023704,False,10,1,0.602342665195465088,0,True,False,False,76561198112790754,226,35,620,620,72,1656056873,1794960.0
618,117455249,english,"Música distorcida e de baixa qualidade, fora que Carnival Night/Ice Cap/Launch Base parecem que foram tirados dos midis de S&K Collection ao invés do proto de alta qualidade.

APESAR DO JOGO LITERALMENTE USAR AS MÚSICAS DO PROTÓTIPO NO MENU DE COMPETIÇÃO E NO BLUE SPHERES???????????",1655986701,1655986701,False,6,1,0.595588266849517822,1,False,False,False,76561198025207118,669,52,56,56,13,1656032196,1794960.0
619,117442157,english,"- Denuvo DRM to ensure the game runs at an absolutely abysmal speed
- Butchered prototype versions of the Sonic 3K tracks and an ABHORRENT new super theme
- mission mode with blocks and hidden springs strewn about
- lame DLC that hardly adds any worthwhile content for its price
- lacks features from even the original taxman remakes
Sonic 3K is the only worthwhile thing here and even then I wouldn't say it's worth it",1655959924,1655959924,False,30,0,0.584347367286682129,0,True,False,False,76561198928130703,63,1,31,31,14,1655960977,1794960.0
620,117443718,english,"Wow Sonic Origins looks great!! It would really suck if sega made it unplayable and run like shit for people who have bought it! Oh wait... this is sega, so of course I should have expected to pay for the deluxe edition and not be able to run it without crashing even though my specs are far above the recommended. Also loved watching the opening in 10fps. Great job sega, should have listened to the fans when they said to drop Denuvo.",1655963355,1655963355,False,38,2,0.583581149578094482,0,True,False,False,76561198353214360,73,4,14,14,7,1656054636,1794960.0
621,117451855,english,"I hate to say it, but I cannot recommend this game at all in its current state. As you can see I barely have any playtime, because I can't even LOAD INTO THE GAME. Every time you get to the main menu loading screen it crashes to desktop. I've re-booted the game continually just to crash every single time. And the main menu loading screen causes a weird FPS drop where it looks like its going 10 frames per second taking forever to even load the damn menu. 

Terrible FPS drop out of no where and frequent crashes. Do not recommend at all unless Sega patches this. Sucks I really wanted an optimized remaster of the OG games and got met with a money sink instead..... Thanks SEGA",1655980804,1655980804,False,7,1,0.579870700836181641,0,True,False,False,76561198059009242,28,10,62,62,10,1656013100,1794960.0
622,117466640,english,Museum > Options > Graphics > Anti-Aliasing > Off,1656003411,1656003411,True,5,0,0.575438618659973145,0,False,False,False,76561198096871946,208,9,403,403,314,1656014252,1794960.0
623,117451312,english,"Bad:
-Denuvo
-Sonic 3 replaced music (can't mod that because of Denuvo)
-Overpriced
-Anniversary modes removes life system, so you have infinite lives. I don't see the purpose if it's to make it """"easier"""" for modern audience, it's not like those games are insanely hard
-No more time limit in Anniversary mode (depends if it's a good or bad thing to you)

Good:
-In-game currency to unlock stuff in the museum
-BIG ARMS was kept (YES)
-Drop Dash added
-Widescreen
-Animated cutscenes
-Hard missions
-Mirror mode
-Blue sphere mode available
-Achievos

Verdict: Even if some of the cons bothers me, it's not a big deal, the Sonic fanbase are usually crybabies. This collection of the main games is pretty much what you would want if you wanted more classic Sonic content, so yeah if you want to do more with classic Sonic, go for it.
Else, you can still go for S3C or any R-hack !",1655979821,1656015276,True,5,0,0.570198655128479004,2,True,False,False,76561198078112034,189,9,413,413,337,1656032331,1794960.0
624,117476024,english,"Nevermind Denuvo. Nevermind the bloated 7gb download for 200mb roms. Nevermind the anniversary mode breaks some of the physics in the game.

The new music for Carnival Night, Ice Cap and Launch Base zones are so bad, the composer should be crucified. Really. If sega cared even a tiny bit, they would have hired someone with proper knowledge to make new tracks. Action 52 had better music than these new zones. Play the originals in whatever way you like, honor Sonic that way, but do not honor this minimal effort garbage.",1656017628,1656017628,False,15,0,0.568585813045501709,0,True,False,False,76561198017239336,556,17,64,64,61,1656019223,1794960.0
625,117441339,english,"⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣀⣀⣀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⣀⠤⠄⠒⠋⠉⠉⠉⠉⠉⠉⠉⠑⠒⠢⢄⣀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⢀⡠⠖⠉⠀⠀⠀⠀⠀⠀⠀⠀⢸⠋⣑⡦⣄⠀⠀⠀⠈⠙⠢⣄⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠴⠿⠷⠶⣶⣦⣤⣤⣀⡀⠀⠀⠀⢸⣿⡀⠉⠛⢽⢦⣀⠀⠀⠀⠀⠑⢄⣀⣀⣠⡤⢴⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠈⠙⣻⡿⠟⠒⠀⠀⢾⣙⣇⡠⠖⠋⠉⡉⠀⠀⠀⠀⠀⠈⠻⡏⠀⠀⡸⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⢀⡤⠊⠁⠀⠀⠀⠀⠀⠈⠿⠏⠀⡠⠊⢉⣉⡉⠲⢄⠀⠀⠀⠀⢹⣄⣰⠃⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⡰⠋⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣰⠁⡼⠋⠉⠙⢷⣌⣣⡀⠀⠀⠚⣡⡯⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⢀⡞⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠇⣸⠀⠀⣠⡀⠀⢻⣟⠓⠀⠀⢸⢿⠷⡞⠉⠒⢄⠀⠀⣀⡀⠀⠀⠀⠀
⠀⢀⡞⠀⠀⠀⠀⠀⠀⠀⣀⣤⠀⠀⠀⠀⠀⠀⢿⠀⢀⣯⡽⠀⠀⢿⡄⠀⢸⣿⣸⠀⠈⢆⠀⠈⡷⠉⢁⣈⣑⣄⠀⠀
⠀⡸⠀⠀⠀⠀⣀⣤⣶⣿⡿⠋⠀⠀⠀⠀⢀⣠⡬⢧⣸⣿⠃⠀⠀⠀⢣⣀⣾⣿⣏⡀⠀⢀⡇⠀⡇⡴⢉⣀⠤⠼⣧⠀
⢀⠇⠀⠀⣠⣾⠿⠛⠉⡟⠀⠀⠀⠀⠀⢳⣼⡋⢶⢾⡉⠓⠤⡠⠤⠒⠊⠙⣿⣿⠿⠃⠀⣸⡇⠀⢉⣇⡼⢀⡠⠤⣼⡇
⠘⠀⣠⡾⠋⠁⠀⠀⡼⠀⠀⠀⠀⠀⣴⣾⣿⣷⣌⡑⠛⠢⠄⠀⠀⢀⣀⡤⠚⠁⠀⠀⣰⡇⠹⣶⡏⠀⢹⡏⢀⣠⣼⠀
⢸⡾⠋⠀⠀⠀⠀⠀⡇⠀⠀⠀⣠⣾⡿⠟⢛⣻⠿⠛⠋⡿⠓⢛⡽⠟⠣⣄⠀⠀⠀⠀⢿⠾⡄⠙⠳⠤⣤⡭⠿⠛⠁⠀
⠀⠁⠀⠀⠀⠀⠀⢰⡇⠀⠀⣴⡿⠋⡴⠊⢁⡠⠴⠚⡏⠀⢀⡏⠀⠀⠀⠈⢏⠒⠢⠒⠉⢦⡀⠀⣰⡾⠋⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⢠⡇⠀⣼⠋⠀⠀⢧⠀⠘⣿⢳⢤⣸⣦⡀⡇⠀⠀⠀⠀⢸⠓⠦⠤⠔⠊⠉⠉⠁⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⢇⣸⠁⠀⠀⠀⣼⣷⣤⠎⠘⢒⡇⠈⠉⢻⡄⠀⠀⢀⡞⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠘⡇⠀⠀⠀⠀⠘⢺⣶⠆⣠⠞⠁⠀⠀⢸⠱⣤⣴⠋⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢻⣿⣄⣀⠀⢀⢠⣿⡾⢿⠃⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢘⣷⡿⠿⡿⠛⡿⣹⠁⡏⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⡰⠁⣰⢁⠇⢰⠃⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣠⠤⢴⠁⢠⣿⣞⣀⣼⠷⠦⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢰⠁⠸⣤⡯⠤⠟⠛⡦⠀⣀⠤⢶⡃⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢠⠞⢷⡦⠀⠀⢠⡔⢯⠁⣀⣉⣉⡠⢿⣀⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣀⡤⠜⠓⠶⣤⣄⣀⣀⣼⡞⠛⡟⠉⠀⠀⢀⠔⠛⠓⠢⢄⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⣠⣾⣁⣀⡀⠀⠀⠀⠑⢄⠀⠀⢧⣼⠀⠀⠀⡴⠁⠀⠀⠀⠀⠀⠈⠳⡀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⣠⠞⠁⠀⠀⠀⠉⠢⡀⠀⠀⠈⡆⢀⣾⣿⣀⣀⢸⡁⠀⠀⠀⠀⠀⠀⠀⢀⣹⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⡴⠁⠀⠀⠀⠀⠀⠀⠀⠘⡀⠀⣠⡿⠟⠁⠉⠉⠛⠛⠛⠿⠶⠶⠶⠶⠿⠛⠛⠋⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⣥⡀⠀⠀⠀⠀⠀⢀⣀⣤⡷⠟⠉⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠉⠛⠻⠶⠶⠾⠛⠛⠉⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀",1655958183,1655958183,True,85,37,0.564672529697418213,0,True,False,False,76561198023928362,173,111,427,427,12,1656005905,1794960.0
626,117450422,english,"Game is terrible yet. It crashes almost at every loading. Why would it be so demanding ? People tell me it might be my outdated graphic card but if this game can't run better on my current system I may have to request a refund unfortunately.
Also I'm reading in other reviews that the mapping doesn't even allow to use the directional cross sometimes ? What the hell, how can there be so many dumb issues on games like this at launch ???",1655977965,1655980529,False,5,0,0.563145339488983154,0,True,False,False,76561198107385672,442,135,29,29,29,1655977844,1794960.0
627,117457968,english,"It's nowhere near as bad as some people make it out to be in their reviews but there are still some glaring issues.

The biggest one for me is the image quality, for some reason the games don't look very sharp. It almost looks like like they scaled the game up to 720p internally, then used interpolation for the rest. I'm not sure if this is what they did but it still doesn't look very great.

There's also a disgusting lack of customizability. When you play the game in anniversary/story mode you're forced to play with spin dash, drop dash, and infinite lives. Why can't we toggle these off? Why are all these settings are bundled together?

Drop dash is also another issue because it just feels... wrong. The way they implemented it feels rather inaccurate to Mania. This wouldn't be a huge issue to me normally because I don't even want to play these games with drop dash, but as I said we cannot really turn it off so... yeah...

And of course there's also the issue with the replaced music in Sonic 3. I love the original protoype tracks but these replacement tracks somehow manage to be much worse than those leaked proto tracks which is baffling.

Outside these issues this is a fantastic collection. Finally being be able to play these games in widescreen in an official fashion is a blessing, the option to retry special stages is awesome, the entire recreation of Sonic 3&K here is super well done, and the menus are rather pretty. I'm really enjoying the mission mode as well, though it isn't exactly mindblowing stuff. Same with the gallery I guess, there are some songs and concept art to unlock but it isn't going to hold your attention for too long.

And I mean, in the end, this is a collection if 3 fantastic games (and Sonic 1), it would be hard to completely hate it unless they messed up the games real bad.

I guess in the end I think the collection is good, just not $40 good. It's not as big of a disaster as Sonic Colors Ultimate that's for sure, I cannot believe they actually had the balls to release that mess.

Also apparently some people are having performance issues but idk it worked fine on my PC lol",1655991132,1655991132,False,8,0,0.558128297328948975,1,True,False,False,76561198223910100,522,23,380,380,164,1656031093,1794960.0
628,117460634,english,The game has really poor optimization and lags constantly.,1655995097,1655995097,False,12,1,0.557911396026611328,0,True,False,False,76561198348748457,57,19,58,58,35,1656046853,1794960.0
629,117442474,english,fun fact the game wasn't working because I had my global settings on my integrated cpu instead of nvidia I deserve more than 3 jesters for this ,1655960710,1656024561,True,4,1,0.556155562400817871,0,True,False,False,76561199013510711,40,7,471,471,9,1656057173,1794960.0
630,117443288,english,"The intro cutscene played at 10 fps on start up, and after resetting, presuming that would fix it, the game now crashes on the title screen, every time. I don't usually leave reviews, but as someone who owns all of these games already, who purchased it with all the pre-order bonuses anyway, this is a stinging and disappointing version of this collection For the love of all that is good and holy please fix how it runs fast, I would like to play the game I paid for. Once that's fixed, I'll remove this review.",1655962470,1655962470,False,10,0,0.554624557495117188,0,False,False,False,76561198361064298,90,1,21,21,11,1656033382,1794960.0
631,117445157,english,Can't even run the intro cut scene without having a seizure. :(,1655966745,1655966745,False,9,1,0.553868651390075684,0,True,False,False,76561198287028896,62,6,154,154,10,1656056563,1794960.0
632,117469944,english,TOtal DOG SHIT do not buy just use a emulator its a way better experience,1656009077,1656009077,False,5,0,0.551133155822753906,0,True,False,False,76561198295112534,24,9,118,118,118,1656007739,1794960.0
633,117483253,english,"This collection is fucking embarrassing. It runs like dogpiss and while playing was the first time I've ever had a classic sonic game hurt my eyes with how poor the screen scrolling is. The lack of customization is insane for the price, the price in general is crazy since for roughly 7 dollars (on sale (CAD)) you can buy all the games then use fan remasters that have been made since it took them so damn long to bring these games over to begin with, or I should say, you could have bought all the games since they took them down with the collections release. I wouldn't even be that mad at the collection since it (probably I hope) runs on consoles well, and on pc you could just use the fan remasters, but nope, they took them down so you could buy this overpriced piece of trash. Refunded thank you!",1656028170,1656028170,False,5,0,0.549551486968994141,0,True,False,False,76561198354062977,78,3,89,89,89,1656027438,1794960.0
634,117496486,english,"The remasters here are good - not perfect, but they're for sure the best official versions of these games in *most* aspects. Lots of issues and bugs aside (especially with Sonic 3), the package is serviceable. But the wrapper around it is definitely the biggest disappointment here. Museum has barely anything that's ""new"" apart from animatics and a few pieces of concept art, all the deluxe edition DLC is just a total waste, and the extra modes feel thrown together with very little care or thought (missions in particular). It's certainly a steep price to pay, that's for sure. There's clearly love put into this package - but it feels rushed and empty, and that's hardly surprising given the last time Sonic's had a game release on his birthday :(",1656048980,1656048998,False,2,0,0.547900974750518799,0,False,False,False,76561198060039172,1122,134,214,214,184,1656057868,1794960.0
635,117486616,english,DO NOT buy this game it's a sham and overall not worth 40$,1656033479,1656033479,False,4,0,0.54762190580368042,0,False,False,False,76561198880632068,91,7,125,125,125,1656004380,1794960.0
636,117480337,english,"Sonic Origins is a fantastic game! 

The issues only arise because the game doesn't register your graphics card. You need to go into computer settings, go to system, go to display, graphics settings, select Sonic Origins from the steam file on your computer through the C drive, go to options of Sonic Origins, change the settings from Let Windows decide to High performance. Click save and all the lagging worries and crashing will go away. 

Once this is fixed, you will love this game for any classic fans or those wanting to see how the series began.",1656023737,1656023737,True,3,1,0.547325074672698975,0,True,False,False,76561198162839370,29,1,284,284,277,1656025048,1794960.0
637,117441980,english,"SONIC IS BACK WITH HIS BRAND NEW 4 FOR $40! GET IT WHILE IT LASTS!

Edit: It seems I have made a severe and terrible mistake. As Comment #3 pointed out in a rude manner because they couldn't handle a simple joke and nearly ruined their pants over it. This game is NOT worth 4 for $40. This game is worth 4 for $39.99, and $39.98 on sale. I am deeply sorry.",1655959562,1656024698,True,34,15,0.547303318977355957,7,True,False,False,76561198133679359,357,147,128,128,30,1655965457,1794960.0
638,117460427,english,ITS NOT WORKING IT JUST CLOSES ITS SELF ONCE I PRESS ENTER OR K.,1655994788,1655994788,False,4,0,0.546894848346710205,0,True,False,False,76561199238432524,6,1,42,42,22,1656016878,1794960.0
639,117486721,english,"Feels like they put in the absolute minimum amount of effort humanly possible, the only things to come from this collection are the Tyson Hesse animations. If these were more modern games it would be one thing, but how hard is it to get a collection of genesis games that were literally already remade and gift-wrapped for you right?",1656033664,1656033664,False,3,0,0.546253442764282227,0,False,False,False,76561198061340161,165,4,33,33,28,1656035879,1794960.0
640,117470259,english,"not worth $40-50 USD. graphics are blurry, sound effects are missing, drop dash is a bit intrusive (in 3&K where it is mapped to the same button as the insta-shield), and there's a weird premium currency to get stuff from the museum. The new animations before each game are great, though.",1656009641,1656009641,False,5,0,0.545586466789245605,0,True,False,False,76561198966964448,41,1,58,58,58,1656008715,1794960.0
